CMDT_NAME,CHRC_NM,RLSE_DATE,KEYWORDS
"빨간 모자, 피노키오를 줍고 시체를 만났습니다",아오야기 아이토,2023-08-07,일본소설
혁명과 일상,김수지,2023-08-07,한국사
"다시, 개를 그리다",정우열,2023-08-08,위로 | 이별 | 동물에세이 | 한국에세이
언젠가의 강가로 뛰어가다,가노 도모코,2023-08-09,미래 | 일본소설
LHF(Learning Habit Formation) 조동사 3,김대현,2023-08-10,영어문법
방울이의 꿈 따라 유랑단 1: 파티시에가 될 거야!,이노우에 아키코,2023-08-10,어린이동화
작은 미용실로 연봉 1억을 벌다,전강하,2023-08-10,경영전략
개미와 불개미,정혜경,2023-08-11,사회문제 | 인생 | 고통 | 한국소설
세계전쟁사 다이제스트 100,정토웅,2023-08-11,교양세계사 | 인류사
나도 정약전처럼 관찰 일기 쓸래요,조민희,2023-08-11,글쓰기 | 어린이교양
야구쟁이,#,2023-08-11,유아그림책 | 열정
"되게 하는 힘, 해내는 감각에 관하여",신철상,2023-08-11,직장생활 | 처세 | 직장인 | 자기계발 | 광고
개를 데리고 다니는 여인,안톤 체호프,2023-08-14,영미소설
발끝이 바다에 닿으면,하승민,2023-08-14,소통 | 치유 | 인간 | 한국소설 | SF소설
최강록의 요리 노트,최강록,2023-08-14,레시피
나무의 노래,이수연,2023-08-14,국내창작동화 | 어린이동화 | 위로 | 애도
행복기초론,이현복,2023-08-15,성찰 | 자기관리 | 처세 | 마인드컨트롤 | 감정
시골살이  모든 삶이 기적인 것처럼,박중기,2023-08-15,라이프스타일 | 한국에세이
나는 회사를 고소하기로 했다,이승준,2023-08-15,직장생활 | 직장인 | 한국에세이
야만의 시간,김종철,2023-08-15,교양세계사
우주에서 찾아온  특별한 나,류미정,2023-08-15,성장 | 어린이동화 | 배려 | 국내창작동화
낭독하는 이솝우화 Book 2,새벽달(남수진),2023-08-15,어린이동화 | 영어학습
나쁜 마음은 없다,리처드 슈워츠,2023-08-15,마음치유 | 극복 | 내면 | 상처
대치동은 대치동일 뿐입니다,정성민,2023-08-16,인류학 | 한국에세이
파브르 곤충기 7: 파브르와 손녀 루시의 송장벌레 여행,#,2023-08-16,자연 | 어린이교양
백년을 건너온 약속,이진미,2023-08-17,한국소설
브랜드 설계자,러셀 브런슨,2023-08-17,소비자심리 | 마케팅전략 | 경영전략 | 브랜딩 | CEO
언젠가 눈물나게 그리워할 하루,안정희,2023-08-18,일상 | 위로 | 그림에세이 | 한국에세이
"동물이 보내는 위험 신호, 기후위기",최부순,2023-08-18,어린이교양
이기적 리더,김한솔,2023-08-18,인간관계 | 조직관리 | 직장인 | 자기계발 | 직장생활
늑대의 사과,최인,2023-08-20,한국소설
살을 빼자고 행복을 뺄 수는 없잖아(큰글자책),요망,2023-08-21,행복 | 한국에세이
"신기한 스쿨버스 어드벤처 1: 조심해, 몬스터 식물이야!",앤마리 앤더슨,2023-08-21,모험 | 애니메이션 | 어린이만화 | 어린이교양
1일 1식 하루 한 끼 평생 든든한 심리학 365,김성환,2023-08-21,교양심리 | 인문교양서
나는 매일 새로운 항해를 시작한다,한성진,2023-08-21,자전적에세이 | 한국에세이
스케일업 경영,조성주,2023-08-22,리더십 | 경영전략 | CEO
인싸가족 3,최재연,2023-08-23,일상 | 어린이만화
후쿠오카 셀프트래블(2023-2024),김수정,2023-08-24,여행가이드북
포니,R. J. 팔라시오,2023-08-24,우정 | 모험 | 어린이동화
인생의 문장들,데구치 하루아키,2023-08-24,삶의지혜 | 고전처세 | 인간관계 | 자기계발 | 성장 | 명언 | 독서 | 성찰 | 인문교양서
한정판의 심리학,민디 와인스타인,2023-08-24,마케팅전략
친구,에릭 칼,2023-08-25,용기 | 모험 | 유아그림책 | 우정 | 이별
팬케이크  팬케이크!,에릭 칼,2023-08-25,유아그림책 | 자연
토끼행성 은하늑대,심보영,2023-08-25,소통 | 유아그림책
벨기에 에세이,샬럿 브론테,2023-08-25,영미에세이
21세기 군사동맹론,알렉산더 라노츠카,2023-08-25,국제정치 | 외교
마법의 시간여행 62: 요세미티에서 회색곰을 만나다!,메리 폽 어즈번,2023-08-25,어린이동화 | 자연
아는 만큼 보이는 동물 500,클레어 히버트,2023-08-25,어린이교양 | 자연
물의 도시 도쿄,진나이 히데노부,2023-08-25,문명사
먹방 말고 인증샷 말고 식사,정정희,2023-08-25,청소년교양 | 사회문제
잘못된 성장의 사례,강현주,2023-08-25,응원
펄프헤드,존 제러마이아 설리번,2023-08-25,영미에세이
포켓몬스터 2023 스티커색칠놀이,학산문화사 편집부,2023-08-25,애니메이션
구원의 날,정해연,2023-08-28,추리소설 | 미스터리소설 | 한국소설
태백산과 태평양 사이 대한민국 호연지기,한호연,2023-08-28,한국에세이 | 자전적에세이
영어 교육의 AI혁명: ChatGPT  Google Bard 활용법,곽지영,2023-08-28,인공지능활용
내일은 로봇왕 2: 첫 출전! 로봇축구 대회,포도알친구,2023-08-29,아동학습만화 | 어린이학습만화
내일은 로봇왕 4: 대결! 코딩 요리,포도알친구,2023-08-29,어린이학습만화 | 아동학습만화
페미니스트 판타지아,필리스 슐래플리,2023-08-30,사회문제
인공 지능 판사는 공정할까?,오승현,2023-08-30,어린이교양 | 어린이사회교육 | 사회문제
dice@11pm: 노후 생존 자금,브라보 마이 라이프 편집부,2023-08-30,재테크 | 자산관리 | 투자가이드 | 중년
향수가 된 식물들,장 클로드 엘레나,2023-08-30,교양과학
벌거벗은 세계사 6: 조선을 둘러싼 청일 전쟁과 러일 전쟁,이현희,2023-08-30,어린이교양 | 한국근현대사
시니어를 위한 하하하 4: 퍼즐&색칠북 학창시절편,SD사회복지연구소,2023-08-30,두뇌계발 | 예술
문학의 역사,존 서덜랜드,2023-08-30,세계사 | 인문교양서 | 문명사
돈이 왜 필요할까?,사라 월든,2023-08-30,어린이교양
훈훈한 철수네,민다영,2023-08-30,동물에세이 | 한국에세이
만주제국분성지도: 지명편람(100부 한정판),만주사정안내소,2023-08-30,지리
무조건 회장,류미정,2023-08-30,소통 | 국내창작동화 | 리더십 | 어린이동화
우치다 다쓰루의 레비나스 시간론,우치다 타츠루,2023-08-30,이성 | 교양철학
사양,다자이 오사무,2023-08-30,일본소설 | 인생 | 사랑 | 죽음
연애혁명 30,#,2023-08-31,일상 | 코믹만화 | 일상
진지함의 중요성(큰글자책),오스카 와일드,2023-08-31,영미소설
달빛 아래서,심성택,2023-08-31,한국에세이
여덟 나와의 만남,서율,2023-09-01,한국소설
찌그러진 식물의 섬,오원주,2023-09-01,희망 | 사회문제
"1923 간토대학살, 침묵을 깨라",민병래,2023-09-01,한국사
인공지능산업분야 주식투자가이드(2024),비피기술거래,2023-09-04,재테크 | AI | IT산업 | 자산관리 | 주식투자
흔들릴 줄 알아야 부러지지 않는다,김정호,2023-09-04,극복 | 시련 | 마인드컨트롤 | 처세 | 삶의지혜 | 조언 | 자기관리 | 교양심리
안보보험,김현종,2023-09-04,외교 | 국제정치
허삼관 매혈기,위화,2023-09-05,가족 | 한국소설
직장인도 부자가 될 수 있는 월급 세팅법,송영욱,2023-09-05,금융상식 | 투자가이드 | 자산관리 | 재테크
우리 지금 파리 여행,#,2023-09-05,숨은그림찾기
쌍둥이 탐정 똥똥구리 세트,류미원,2023-09-07,국내창작동화 | 어린이동화
정해연 날 3부작 유괴의 날+구원의 날+선택의 날 세트,정해연,2023-09-07,추리소설 | 미스터리소설 | 한국소설
어떻게 살아갈 것인가,한인수,2023-09-07,논어 | 조언 | 삶의지혜 | 고전처세
방랑하는 철학자 2(큰글자책),헤르만 폰 카이저링,2023-09-07,세계관 | 삶의지혜 | 교양철학
"모든 병의 시작, 염증을 다스려라",김상희,2023-09-08,건강이야기
20년 차 신 부장의 경제지표 이야기,신년기,2023-09-08,재테크 | 투자가이드 | 자산관리 | 경제상식
달빛소녀와 생명의 꽃,박기복,2023-09-09,고민 | 성장 | 치유 | 아픔 | 한국소설
냉이가 아빠에게,강덕응,2023-09-09,동물에세이 | 한국에세이 | 사랑 | 일상 | 가족
책 읽는 책 쓰는 책 만드는,이하영,2023-09-10,한국에세이
매출 10배 올려주는 라이브커머스 마케팅,이유진,2023-09-10,경영전략 | 마케팅전략 | 창업
여행 영어회화,이재연,2023-09-11,영어표현
핵무기의 모든 것,기획집단 MOIM,2023-09-11,인류사
10대를 위한 종의 기원,레베카 스테포프,2023-09-12,자연
로직아이 샘 초록 2단계,권주희,2023-09-12,어린이교양
우주순찰대 고딱지 2: 규칙과 대칭,고호관,2023-09-13,어린이교양 | 모험 | 어린이학습만화 | 아동학습만화
후쿠시마 너는 알고 있지,박기문,2023-09-13,시사
"행복하고 똑똑한 아이로 키우는, 책 읽어주기의 기술",황유미,2023-09-13,습관 | 성장 | 자녀교육
순,전해리,2023-09-13,한국소설
인천상륙작전 1,윤태호,2023-09-13,권력
문장의 위로,서은,2023-09-13,응원 | 용기 | 한국에세이 | 희망
나는 내가 쓴 소설을 모른다,기유나 토토,2023-09-14,일본소설 | 사랑
"평생 공부의 기초, 초등 공부력",김상섭,2023-09-15,공부법 | 자녀교육 | 습관
아름다운 그 세트,나기라 유우,2023-09-15,한국소설 | 일본소설 | 로맨스소설
사는 동안 행복하게,손서영,2023-09-15,돌봄 | 일상 | 행복 | 동물에세이 | 한국에세이
금융의 역사,윌리엄 N. 괴츠만,2023-09-15,세계경제사 | 경제상식 | 금융상식 | 경제전망
아르센 뤼팽 5: 수정마개,모리스 르블랑,2023-09-15,어린이동화
긋닛 5호: 빚,김주희,2023-09-15,돈
인터루드,나기라 유우,2023-09-15,일본소설 | 로맨스소설
무법의 바다,이언 어비나,2023-09-15,사회문제
불특정 다수,염유창,2023-09-15,한국소설 | 추리소설 | 미스터리소설
그림에서 장애인을 만나다,최대열,2023-09-15,인문교양서
앨리스 애덤스의 비밀스러운 삶,부스 타킹턴,2023-09-18,퓰리처상 | 영화소설 | 영미소설
차징탑스피너 스티커 색칠북,대원키즈 편집부,2023-09-18,애니메이션
똥교장 선생의 초등 교육 이야기,윤태규,2023-09-18,소통
이따금 난 네가 몰라져서 쓸쓸탄다,지하련,2023-09-18,한국소설
"그게, 나르시시스트 맞아",브렌다 스티븐스,2023-09-18,인간관계 | 자존감
질병은 우리 몸에서 어떻게 시작될까,데라라 다케시,2023-09-18,생로병사 | 건강상식 | 스트레스
한 사람의 마을,류량청,2023-09-18,자연
지구 속 탐험,에밀리 본,2023-09-18,어린이교양
"시키지 마라, 하게 하라",박혁종,2023-09-20,직장생활 | 사회생활 | 조직관리 | 직장인
인생의 열 가지 생각(큰글자도서),이해인,2023-09-20,위로 | 한국에세이
키시베 로한은 장난치지 않는다,키타구니 발라드,2023-09-20,일본소설
"에티모버스, 어원으로 보는 세상",박만규,2023-09-20,인문교양서 | 어휘
고양이와 작은 새,다테노 히로시,2023-09-20,자연 | 우정 | 유아그림책
공정감각,나임윤경,2023-09-20,노동 | 사회문제
시골 강아지 코카,강민숙,2023-09-20,사랑 | 어린이동화 | 국내창작동화 | 가족
콧구멍의 모험,H.W. NOEL BAHK,2023-09-20,행복 | 한국소설 | 감동 | 이별
미국엄마와 함께하는 리얼 엄마표 영어(세이펜 적용),김캐서린(미국엄마),2023-09-20,영어회화 | 자녀교육
흔한남매 14,백난도,2023-09-21,일상 | 어린이만화 | 가족
나는 지금도 거기 있어,임솔아,2023-09-21,상처 | 이별 | 한국소설
아이 기브 유 마이 바디,다이애나 개벌돈,2023-09-22,글쓰기
소소한 삶의 이야기,박종흔,2023-09-22,성공 | 우정 | 감동 | 한국에세이
일러스트로 바로 이해하는 수치화 생각법,#,2023-09-23,경영전략 | 두뇌계발 | 직장인 | 창의적사고
이제 진짜 제니,솜리,2023-09-24,성장 | 시행착오 | 시련 | 국내창작동화 | 어린이동화 | 극복
달팽이가 코끼리를 옮기다,한미라,2023-09-25,처세 | 자기관리
내성적인 당신이 좋다,#,2023-09-25,그림에세이 | 위로 | 공감 | 한국에세이
양자물리학,크리스 페리,2023-09-25,어린이교양
그래! 이 닦지 말자,최병대,2023-09-25,유아그림책
체호프 단편선,안톤 체호프,2023-09-25,어린이동화
가난할 권리,최준영,2023-09-25,공감 | 한국에세이
지금까지 우리가 알던 공룡 이야기는 모두 틀렸다!,닉 크럼턴,2023-09-25,어린이교양
따뜻한 마음과 지혜가 자라는 저학년 이솝 우화,박지연,2023-09-25,어린이동화
나를 바꿀 수 없다면  말투를 바꿔라,정병태,2023-09-25,소통 | 사회생활 | 처세 | 인간관계 | 자기관리 | 화술 | 대화
기후 변화,크리스 페리,2023-09-25,자연 | 어린이교양
세상을 바꾼 사물의 과학 세트,최원석,2023-09-25,교양과학 | 과학이야기
시대예보: 핵개인의 시대(교보문고 랜선 팬사인회 전용 상품),송길영,2023-09-25,미래예측 | 경제전망
흔한 채소가 흔하지 않은 술안주가 되었습니다,허인,2023-09-25,레시피 | 재료별요리
급진적으로 존재하기,앨리스 셰퍼드,2023-09-25,사회문제
몰입 육아,신지윤,2023-09-25,자녀교육 | 육아법 | 회복탄력성
그리고 미희답게 잘 살았습니다 2: 비를 훔치는 거인,태 켈러,2023-09-25,모험 | 성장 | 어린이동화
사랑하는 장면이 내게로 왔다,서이제,2023-09-25,일상 | 한국에세이
백룸,이선희,2023-09-26,한국소설
여자와 여자의 세상,스즈키 이즈미,2023-09-26,SF소설 | 일본소설
오나비: 자영업자와 길고양이,김용우,2023-09-26,한국소설
사는 게 별거가 이렇게 살면 되지,김계중,2023-09-27,인생 | 한국에세이
'좋아요'가 왜 안 좋아?: 미디어,구본권,2023-09-27,크리에이터 | 소통
미국 통계학회 펠로우의 여정,최재원,2023-09-27,자전적에세이 | 한국에세이
암을 고치는 생활 습관,후나토 다카시,2023-09-27,건강관리 | 질병치료 | 자기관리
IT 시스템의 정석,이시구로 나오키,2023-09-27,기획
꽃들에게 안부를 묻다,이진영,2023-09-27,한국에세이
당신의 운명을 사랑하라,강준만,2023-09-27,인문교양서 | 변화 | 인생 | 성공 | 희망 | 명언
인형 이야기,루머 고든,2023-09-28,어린이동화 | 감동 | 판타지 | 성장
한국전쟁과 소녀의 눈물,이마리,2023-09-28,한국소설 | 역사 | 치유 | 성장
유한함에 관하여 유머로 가득한 이별,귄터 그라스,2023-09-28,그림에세이 | 독일에세이
파도의 맛,신정연,2023-09-29,국내창작동화 | 어린이동화
나이젤과 꿈꾸는 달,앤트완 이디,2023-09-30,가족 | 응원 | 성장 | 격려 | 유아그림책
이범선 작품선,이범선,2023-09-30,한국소설 | 일상
언니 폰좀비 만들기,제성은,2023-09-30,국내창작동화 | 어린이동화
황금동 사람들,박건웅,2023-09-30,판타지 | 한국현대사
스파게티 신드롬,마리 바레이유,2023-09-30,성장 | 극복
숲에서 땡땡땡,이현정,2023-09-30,위로 | 유아그림책
증보문헌비고(영인본),한국학자료원 편집부,2023-10-01,역사 | 인문
덜덜덜!,케스 그레이,2023-10-02,상상 | 유아그림책
먹으니까 좋다,현재,2023-10-02,유아그림책
고려사절요 4: 예종 1119년 2월-명종 1187년 10월(한정판),김종서,2023-10-04,고려시대 | 한국사
뉴스 영어의 결정적 심화 표현들,박종홍,2023-10-04,영어회화 | 영어작문 | 영어표현
내복돼지,최정아,2023-10-05,성장 | 위로 | 유아그림책
하늘이여 땅이여 1(큰글자도서),김진명,2023-10-05,한국소설
아직도 가야 할 길 5종 세트,M. 스캇 펙,2023-10-05,교양심리
새벽  항구,#,2023-10-05,유아그림책
어쩌다 유교걸,김고은,2023-10-05,교양철학 | 인문교양서
오름지도 181,박선정,2023-10-05,여행가이드북 | 국내여행
괜찮아  충분히 잘하고 있어,조안쌤(김정미),2023-10-06,자기계발 | 필사 | 글쓰기 | 성장 | 습관 | 감정 | 마인드컨트롤
예수처럼 리드하라,켄 블랜차드,2023-10-06,리더십 | 성공
안녕  모두의 바다,#,2023-10-10,유아그림책 | 자연
주식보다 쉽고 펀드보다 효과적인 ETF 투자지도,최창윤,2023-10-10,재테크 | 자산관리 | 투자가이드 | 금융상식
유럽 마을 드로잉,#,2023-10-10,예술
우리 집 똥강아지,시몽 바이이,2023-10-10,어린이동화
굿모닝 라오스,노도영,2023-10-10,한국소설
백 개의 꽃씨와 쥐,이조호,2023-10-10,유아그림책
죽어나간 시간을 위한 애도,김홍신,2023-10-10,사랑 | 한국소설
"세계속으로 김가람PD의 지켜라! 세계사 2 :가자! 아르헨티나로_ 세상의 끝, 파타고니아",김가람,2023-10-10,어린이교양
글쓰기  어쩌다 노하우,김미예,2023-10-11,자기계발 | 성장
돈 버는 뇌 못 버는 뇌,시크릿브라더,2023-10-11,경제적자유 | 부자되는법 | 성공 | 마인드셋 | 자산관리 | 경제이야기 | 경제상식
다시 문학을 사랑한다면,이선재,2023-10-11,성찰 | 삶의지혜
그럼에도 불구하고 아직 살고 있다,이준휘,2023-10-12,위로 | 응원 | 한국에세이
피카주니어 습관 그림책 세트,다카하마 마사노부,2023-10-12,유아그림책
Live 한국사 11~15권 세트,윤상석,2023-10-12,어린이교양
내 곁의 부처 1,김정현,2023-10-12,한국소설
톰과 3시의 요정,다카도노 호코,2023-10-12,판타지 | 독서 | 어린이동화
책으로 가는 문,Hayao Miyazaki,2023-10-12,아이디어 | 창의력 | 판타지
짱뚱이의 시골생활 4: 흥부네 집,오진희,2023-10-13,자연 | 어린이만화 | 가족 | 어린이동화 | 삶의의미
선로원,#,2023-10-13,유아그림책 | 아버지 | 가족
셰익스피어 5대 희극,윌리엄 셰익스피어,2023-10-15,서양고전 | 영미소설
나의 비밀,프란체스코 페트라르카,2023-10-15,인문교양서
요가,엠마뉘엘 카레르,2023-10-15,성찰 | 자전적소설 | 인생
명화 탐정 진짜 명화를 찾아라!,장세현,2023-10-15,어린이교양
대치동 기적의 초등영어 통문장 1800 4단계,더 좋은 교육연구소,2023-10-15,영어어휘
상견니 영화 각본,싼펑,2023-10-16,판타지
지구 다이어트,현민,2023-10-16,어린이동화 | 국내창작동화 | 자연
시티 픽션: 도쿄,다자이 오사무,2023-10-16,일본소설
괜찮아  나탈리 3: 용기는 네 안에 있어,마리아 스크리반,2023-10-16,감정 | 어린이동화
24일 동안 열리는 크리스마스 도서관 Advent Calendar,레슬리 심스 외,2023-10-16,유아그림책
LG 오디세이아,백인호,2023-10-17,기업경영 | 경영전략 | 성공스토리 | 자전적에세이 | CEO
개비의 매직하우스 스토리북: 매직하우스의 탐정들,꿈꾸는달팽이 편집부,2023-10-17,유아그림책 | 애니메이션
관계의 클래식(큰글자책),이주형,2023-10-18,리더십 | 사회생활 | 처세 | 내면 | 인간관계 | 성찰 | 자기관리 | 한국에세이
흉인저의 살인,이마무라 마사히로,2023-10-18,추리소설 | 미스터리소설 | 일본소설
페드 시그널,김성재,2023-10-18,주식 | 금융상식 | 세계경제 | 경제상식 | 투자가이드 | 자산관리
그 남자의 목욕(큰글자책),유두진,2023-10-18,직장인 | 직장생활 | 현대인 | 회사생활 | 한국소설
읽어라! 어디로 가야 할지 모르겠다면,김동철,2023-10-18,조언 | 처세 | 마음가짐 | 삶의지혜 | 한국에세이
한 번 읽으면 절대 잊을 수 없는 지리 교과서,야마사키 케이치,2023-10-19,문화 | 인문교양서
조약돌 할아버지,사에 슈이치,2023-10-20,한국소설
포효,박민식,2023-10-20,한국에세이
12개의 별이 그린 별자리,권희재,2023-10-20,고민 | 성장 | 삶 | 한국소설
야버즈(큰글자책),전춘화,2023-10-20,일상 | 한국소설
개  나의 털뭉치 동반자,킴벌리 아틀리,2023-10-20,소통 | 영미에세이 | 동물에세이
야코비와 독일 고전철학,남기호,2023-10-20,서양철학 | 인문교양서 | 서양고전
지속가능 기업을 위한 ESG 경영,황인극,2023-10-20,경제전망 | 기업경영 | 경영전략
하트방구,윤식이,2023-10-20,사랑 | 유아그림책
변비 탐정 실룩 2,이나영,2023-10-20,어린이동화 | 용기 | 국내창작동화
동백꽃 소낙비(외),김유정,2023-10-20,한국소설
고백 타이머 1,조규미,2023-10-20,어린이동화 | 국내창작동화 | 판타지
몽점일지,진사원,2023-10-20,교양철학
똑똑해지는 첫 숨은그림찾기: 유니콘,하이라이츠 편집부,2023-10-20,창의력 | 두뇌계발
내일은 오키나와(2023~2024),온 더 로드,2023-10-20,여행가이드북
안주현의 과학 언더스탠딩 1,안주현,2023-10-20,교양과학 | 청소년교양
치킨도 먹는데 못할 것도 없지,장우연,2023-10-21,성장 | 한국에세이 | 위로 | 마음챙김 | 용기
아가씨와 유모 2(완결),#,2023-10-23,성장
애착 워크북(누드 사철 제본),애니 천,2023-10-23,자기관리 | 친구 | 인간관계 | 교양심리
하루살이에서 블랙홀까지  대자연의 순환,개비 도네이,2023-10-23,성장 | 우주 | 자연
이세계 유유자적 농가 6,나이토 키노스케,2023-10-23,일본소설
그럼에도 맑음,장혜정,2023-10-24,처세 | 자기관리 | 마인드컨트롤 | 감정
장사 교과서 1: 사장편,손재환,2023-10-24,조언 | CEO | 리더십
망각의 도시,김동식,2023-10-25,호러 | 한국소설 | SF소설
1984,조지 오웰,2023-10-25,사회문제 | 영미소설
오늘의 글씨  맑음,최현미(미꽃),2023-10-25,악필교정 | 손글씨
간지서당,박장금,2023-10-25,인문교양서 | 논어 | 역학
리플리 세트,퍼트리샤 하이스미스,2023-10-25,영화소설 | 심리 | 영미소설 | 미스터리소설
아르센 뤼팽 6: 아르센 뤼팽의 고백,모리스 르블랑,2023-10-25,어린이동화
살구의 마음,최상희,2023-10-25,삶 | 일상 | 위로 | 한국에세이
당신의 꿈은 우연이 아니다,안토니오 자드라,2023-10-25,신경과학 | 교양과학 | 뇌과학
인생의 절반쯤 왔을 때 읽어야 할 논어,공자,2023-10-25,삶의지혜 | 깨달음 | 조언 | 고전처세
태초의 냄새,김지연,2023-10-25,한국소설
리플리 4: 리플리를 따라온 소년,퍼트리샤 하이스미스,2023-10-25,심리 | 영화소설 | 미스터리소설 | 영미소설
나는 아무것도 아니야,이슬로,2023-10-25,성장 | 희망 | 그림에세이 | 한국에세이
점,권윤아,2023-10-25,국내창작동화 | 어린이동화
흔한남매의 흔한 호기심 10,안치현,2023-10-26,어린이학습만화 | 아동학습만화
축구 감독 구드래곤,박현숙,2023-10-26,국내창작동화 | 판타지 | 어린이동화 | 성장
무기가 되는 시스템,도널드 밀러,2023-10-26,CEO | 기업경영 | 리더십 | 경영전략
이렇게 작가가 되었습니다,정아은,2023-10-27,한국에세이
따뜻함을 찾아서,왕은철,2023-10-27,한국에세이 | 위로 | 사회문제 | 인문교양 | 예술 | 치유
브래드버리  몰입하는 글쓰기,레이 브래드버리,2023-10-27,글쓰기 | SF소설 | 창작 | 아이디어 | 창의력
엄마는 따뜻해,정은정,2023-10-27,가족 | 사랑 | 유아그림책
조곤조곤 생태정의 이야기,박병상,2023-10-27,미래 | 인류
비하인드 바이아웃,이중욱,2023-10-30,창업 | 한국소설
타일랜드,#,2023-10-30,일본소설
초등 3학년 사회 교과 연계 필독서 세트,이여니,2023-10-30,어린이교양
수평적 권력,데버라 그룬펠드,2023-10-30,자기관리 | 처세 | 사회문제 | 기업 | 경영 | 리더십
나는 나에게 잊히는 것이 싫어서 일기를 썼다,오소리,2023-10-30,성찰 | 행복 | 위로 | 한국에세이
백성 2부 5: 메아리가 묻혀오는 것,김동민,2023-10-30,한국근현대사 | 한국소설
초등 4학년 사회 교과 연계 필독서 세트,이여니,2023-10-30,어린이교양
그 많던 플라스틱은 어디로 갔을까,소노스(SONOS),2023-10-30,사회 | 정치
셰에라자드,#,2023-10-30,일본소설
개구리 군 도쿄를 구하다,#,2023-10-30,일본소설
하늘하늘 긴 눈썹,#,2023-10-30,창의력 | 유아그림책
이 편지가 도착하면은,골드키위새,2023-10-30,일상
사명이 있는 나라(큰글자책),오준호,2023-10-30,미래
길 위의 낭만  순례길 신혼여행을 꿈꾸다(큰글자도서),김리나,2023-10-31,여행가이드북
이두나 4,#,2023-10-31,코믹만화
애가,박경리,2023-10-31,한국소설
길 여행자(큰글자도서),강성일,2023-10-31,여행가이드북 | 국내여행 | 테마여행
오십에 읽는 주역,강기진,2023-10-31,삶의지혜 | 역학 | 대운 | 팔자 | 고전처세 | 운세
기적의 파닉스 리딩 3,문단열,2023-11-01,영어회화 | 어린이교양
감정평가에 이의 있소!,정석,2023-11-01,자산관리
기적의 역사 논술 1: 선사~남북국,이정은,2023-11-01,어린이교양 | 삼국시대 | 남북국시대 | 한국고대사
독서공동체의 힘: 몽골 유비나비편,강선화,2023-11-01,동기부여 | 성장 | 변화 | 자기계발
내가 읽고 내가 쓰는 책이야기: 시크릿 독서 노트(남자표지),책이있는자리,2023-11-01,한국에세이
축복을 비는 마음,김혜진,2023-11-01,대화 | 한국소설
플랫폼 제국의 거인들,조너선 A. 니,2023-11-01,트렌드 | 경영전략
종속과 차별,최은진,2023-11-01,한국사
집콕 아이,신배화,2023-11-02,공감 | 우정 | 외로움 | 어린이동화 | 배려 | 국내창작동화 | 위로 | 친구 | 이해
상처받은 관계에서 회복하고 있습니다,스테파니 몰턴 사키스,2023-11-02,감정 | 치유 | 마인드컨트롤 | 회복탄력성 | 교양심리 | 인간관계
크립토 시대,세실 존,2023-11-03,금융 | 암호화폐 | 자산관리 | 경제전망
지금  여기에서: 곡란골 일기,천영애,2023-11-03,일상 | 한국에세이
벼랑 끝의 대통령기록,조영삼,2023-11-03,정치가
지난해 2022,메타디자인연구실,2023-11-03,예술
초거대 AI 디지털 플랫폼 레볼루션 1,현영근,2023-11-05,미래예측 | 인공지능 | 경영전략
오늘 하루  아이에게 내 말투는 어땠을까?,김현정,2023-11-05,소통 | 대화 | 자녀교육
버려진 그림책으로 팝업북을 만듭니다,안선화,2023-11-06,힐링 | 창의력 | 창작
록스타 로봇의 자살 분투기,클레이븐,2023-11-06,한국소설 | SF소설
가난한 아이들은 어떻게 어른이 되는가,강지나,2023-11-06,사회문제
나 이렇게 귀엽게 늙으면 좋겠어(큰글자책),최승연,2023-11-06,성장 | 한국에세이 | 일상
김선동의 동문동답,김선동,2023-11-06,한국에세이 | 자전적에세이 | 정치가
풀고 싶은 퀴즈 알고 싶은 한국사,이승원,2023-11-06,어린이교양
김농부의 땅에서 하늘 줍기,김진웅,2023-11-07,일상 | 한국에세이 | 자전적에세이
원서발췌 마리아,호르헤 이삭스,2023-11-08,자전적소설
미래 관찰자의 살아 있는 아이디어,서울대학교 국가미래전략원,2023-11-08,인문교양서 | 성공스토리 | 미래예측 | 혁신 | 경제전망
더 기프트,에디트 에바 에거,2023-11-08,정신건강 | 상처 | 마음치유 | 교양심리
황석영의 어린이 민담집 2: 연오랑과 세오녀,황석영,2023-11-09,어린이문학 | 어린이동화
엄마는 아이의 첫 번째 의사입니다,백재영,2023-11-09,생활습관 | 건강상식 | 육아법
흔한남매 별난 세계 여행 2: 고대도시,박시연,2023-11-09,어린이교양
감꽃 길 시골하우스,이영희,2023-11-09,한국소설 | 상처 | 응원 | 공감 | 위로
도깨비 뉴타운,정혜원,2023-11-10,성장 | 행복 | 어린이동화 | 국내창작동화
지금은 해적시대,이정,2023-11-10,한국에세이 | 한국경제
조선혁명선언 1923 우리는 모두 의열단원입니다!,신채호,2023-11-10,역사 | 한국사 | 문화
나 죽어서 책벌레가 되리니,김근태,2023-11-10,인문교양서 | 삶의지혜
까시랭이,안영민,2023-11-10,한국에세이
관계 혁명,홍광수,2023-11-10,삶의지혜 | 사회생활 | 성찰 | 인간관계 | 성장 | 조언 | 자기관리 | 처세
신주 사마천 사기 40: 화식열전 태사공자서,사마천,2023-11-10,인문교양서
여우 오는 날,#,2023-11-10,우정 | 사랑 | 유아그림책
신주 사마천 사기 35: 한장유열전 이장군열전 흉노열전 위장군표기열전,사마천,2023-11-10,인문교양서
이민자의 국가 독일  출산율 회복의 성공모델,남현주,2023-11-10,사회문제
